2022-09-23 02:33:38,357 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1a968a59: startup date [Fri Sep 23 02:33:38 UTC 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2022-09-23 02:33:43,245 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/activemq/activemq-5.15.3/mq1/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2022-09-23 02:33:43,456 | INFO  | PListStore:[/activemq/activemq-5.15.3/mq1/data/brokerB/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2022-09-23 02:33:43,702 | INFO  | Apache ActiveMQ 5.15.9 (brokerB, ID:server2-44955-1663900423479-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2022-09-23 02:33:43,777 | INFO  | Listening for connections at: tcp://server2:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-09-23 02:33:43,784 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2022-09-23 02:33:43,797 | INFO  | Listening for connections at: amqp://server2:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-09-23 02:33:43,806 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2022-09-23 02:33:43,823 | INFO  | Listening for connections at: stomp://server2:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-09-23 02:33:43,831 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2022-09-23 02:33:43,839 | INFO  | Listening for connections at: mqtt://server2:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-09-23 02:33:43,849 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2022-09-23 02:33:43,857 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2022-09-23 02:33:43,912 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2022-09-23 02:33:43,988 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7aaca91a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2022-09-23 02:33:44,046 | INFO  | Listening for connections at ws://server2:61610?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2022-09-23 02:33:44,047 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2022-09-23 02:33:44,055 | INFO  | Apache ActiveMQ 5.15.9 (brokerB, ID:server2-44955-1663900423479-0:1) started | org.apache.activemq.broker.BrokerService | main
2022-09-23 02:33:44,064 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2022-09-23 02:33:44,072 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /activemq/activemq-5.15.3/mq1/data/kahadb only has 11529 mb of usable space. - resetting to maximum available disk space: 11529 mb | org.apache.activemq.broker.BrokerService | main
2022-09-23 02:33:44,075 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /activemq/activemq-5.15.3/mq1/data only has 11529 mb of usable space. - resetting to maximum available disk space: 11529 mb | org.apache.activemq.broker.BrokerService | main
2022-09-23 02:33:44,267 | INFO  | Connector vm://brokerB started | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport: tcp:///10.15.0.3:37868@61616
2022-09-23 02:33:44,310 | INFO  | Started responder end of duplex bridge brokerB@ID:server1-34559-1663900419688-0:1 | org.apache.activemq.broker.TransportConnection | ActiveMQ Transport: tcp:///10.15.0.3:37868@61616
2022-09-23 02:33:44,353 | INFO  | Network connection between vm://brokerB#0 and tcp:///10.15.0.3:37868@61616 (brokerA) has been established. | org.apache.activemq.network.DemandForwardingBridgeSupport | triggerStartAsyncNetworkBridgeCreation: remoteBroker=tcp:///10.15.0.3:37868@61616, localBroker= vm://brokerB#0
2022-09-23 02:33:45,034 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2022-09-23 02:33:45,209 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2022-09-23 02:33:45,210 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2022-09-23 02:33:45,279 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2022-09-23 02:33:45,647 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2022-09-23 02:33:45,708 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
